name,skills,project_count,internship,communication,branch,cgpa,certificates,backlogs,marks_10,marks_12,interest_domain,placed
Vihaan Malhotra,"Android Development, Machine Learning, Data Analysis, Python, CI/CD",1,No,5,ECE,8.34,AWS Certified Solutions Architect,No,72.85,83.35,Machine Learning,1
Rahul Pandey,"Cisco, Data Analysis, PyTorch, Networking",1,No,2,CSE,6.14,CS50 Introduction to CS,No,90.12,74.54,Networking,0
Pooja Rao,"Angular, Java, SQL",2,Yes,3,CSE,7.44,Coursera ML,No,77.03,73.97,Hardware Design,1
Ishaan Patel,Arduino,1,Yes,4,Mechanical,9.56,Deep Learning Specialization,No,79.87,92.91,Electronics Design,0
Ishaan Joshi,"CI/CD, iOS Development",1,Yes,4,Electrical,6.07,Android Certification,No,89.1,68.93,Game Development,0
Arjun Pandey,"C++, Android Development, Kotlin",1,Yes,1,IT,6.64,CS50 Introduction to CS,No,75.19,71.78,Mobile Application Development,0
Rahul Shah,"Angular, Android Development",1,Yes,2,ECE,6.92,Python for Everybody,No,75.75,82.97,Mobile Application Development,0
Sakshi Pandey,HTML,1,No,3,Civil,6.23,Python for Everybody,No,82.14,61.27,Hardware Design,1
Arjun Das,Cyber Security,1,Yes,5,Electrical,5.88,Deep Learning Specialization,Yes,79.38,68.23,Game Development,0
Aditya Khan,"Unity, Kubernetes",2,Yes,1,Mechanical,5.99,"Kaggle Micro-Course, Cisco CCNA, Udemy Full Stack",Yes,66.08,65.8,DevOps,0
Isha Roy,Data Analysis,0,No,3,Electrical,4.13,CS50 Introduction to CS,Yes,89.62,45.91,Business Intelligence,0
Arjun Kapoor,"C/C++, SEO, Embedded Systems, Python",4,Yes,5,IT,6.98,Data Science Professional Certificate,No,79.76,74.61,Internet of Things (IoT),1
Karan Gupta,"Deep Learning, Spark, Embedded Systems, Computer Vision",0,No,2,CSE,10.0,Coursera ML,No,79.07,94.12,Computer Vision,1
Arjun Chopra,"React, Database Design",1,No,2,Mechanical,6.88,NPTEL DBMS,No,68.6,65.75,Database Management,0
Aditya Shah,Linux,0,No,3,Mechanical,6.75,"Android Certification, fast.ai course, PMP basics",No,77.41,72.96,Embedded Systems,0
Isha Saxena,"JavaScript, HTML",2,No,5,Mechanical,6.63,Android Certification,No,73.33,61.78,Web Development,1
Riya Gupta,Networking,2,Yes,3,ECE,7.7,UI/UX Design Certificate,Yes,91.14,80.8,Electronics Design,1
Sakshi Roy,"Data Analysis, ETL",0,Yes,4,Electrical,7.99,Python for Everybody,No,87.33,75.91,Game Development,1
Aditya Singh,Figma,1,No,1,Other,8.08,UI/UX Design Certificate,No,78.37,78.58,Hardware Design,1
Kabir Kumar,"CI/CD, Kubernetes",1,No,3,ECE,8.33,Tableau Certification,No,84.7,89.74,DevOps,1
Ishaan Rao,"Deep Learning, OpenCV",0,No,1,Electrical,8.88,Java Programming Masterclass,No,81.87,83.19,Computer Vision,0
Tanvi Shah,,2,Yes,5,Mechanical,8.93,NPTEL DBMS,Yes,77.82,85.31,Automation,1
Pooja Roy,"C++, Kubernetes",2,Yes,4,Other,5.65,"Certified Ethical Hacker, CS50 Certificate",Yes,80.56,67.98,Internet of Things (IoT),0
Rohit Kumar,"Machine Learning, Unity, Solidity, Python, Deep Learning",1,No,3,Electrical,6.29,Python for Everybody,No,87.06,59.25,Machine Learning,1
Aarav Malhotra,Linux,0,Yes,3,Mechanical,7.06,Certified Ethical Hacker,No,84.59,73.99,Electronics Design,0
Tanvi Malhotra,"TensorFlow, Azure",0,No,3,CSE,8.26,Android Certification,No,87.28,78.84,Automation,1
Karan Bhatt,"Power BI, Linux, Figma",5,Yes,3,Other,7.37,UI/UX Design Certificate,Yes,88.02,81.94,Game Development,0
Tara Nair,C/C++,0,No,3,Civil,7.54,"CS50 Certificate, Coursera ML",No,65.46,72.9,Embedded Systems,0
Karan Desai,"CSS, Software Testing",0,Yes,3,Other,8.5,PMP Certification,No,79.18,79.44,Software Testing,0
Rohit Iyer,"JavaScript, CSS, HTML, AWS",2,Yes,3,CSE,6.85,"IBM Data Science Professional Certificate, CS50 Certificate",No,85.57,60.28,Web Development,1
Vedant Iyer,"C++, Data Structures, Android Development",3,No,3,ECE,7.69,Google UX Design,No,95.97,83.74,Software Development,0
Kavya Kumar,"Cisco, Networking, Network Security",1,No,2,IT,7.0,Java Programming Masterclass,No,76.93,70.0,Networking,1
Maya Kapoor,"SQL, Data Analysis",2,No,1,Mechanical,7.04,Certified Ethical Hacker,No,65.91,74.71,Database Management,1
Prachi Kumar,Angular,1,Yes,3,ECE,7.33,"TensorFlow Specialization, Power BI Certification, AWS Cloud Practitioner",No,77.76,70.29,Automation,1
Leena Mehta,Kubernetes,2,Yes,4,Mechanical,7.93,CS50 Introduction to CS,No,68.44,76.18,Cloud Computing,1
Tara Verma,"CI/CD, Embedded Systems, React, C/C++",4,Yes,4,Civil,8.55,IBM Data Science Professional Certificate,Yes,81.05,95.77,Internet of Things (IoT),0
Rohit Iyer,"C++, SEO, Kubernetes, Android Development",1,No,3,Other,7.12,IBM Data Science Professional Certificate,No,76.04,70.57,Data Science,1
Ananya Rao,Tableau,3,No,5,Electrical,7.06,Deep Learning Specialization,No,71.89,81.23,DevOps,0
Aditya Das,"Android Development, Kotlin, Java, Cyber Security, Swift",2,Yes,2,ECE,6.13,Udemy Full Stack,No,85.29,69.12,Mobile Application Development,1
Isha Rao,SEO,1,No,3,Electrical,7.03,Deep Learning Specialization,No,94.25,69.46,Digital Marketing,1
Maya Desai,"Node.js, SEO, Swift",1,Yes,2,Civil,7.1,Google IT Support Certificate,No,81.99,72.59,Big Data Analytics,1
Aditya Kumar,Angular,0,No,5,ECE,8.66,AWS Certified Solutions Architect,No,84.17,88.03,Game Development,0
Prachi Patel,Embedded Systems,1,No,3,CSE,8.58,CS50 Introduction to CS,No,86.28,88.97,DevOps,1
Arjun Desai,Kotlin,6,Yes,2,Civil,7.14,"Power BI Certification, NPTEL DBMS",No,77.52,68.68,DevOps,0
Arjun Das,"CI/CD, Docker",2,Yes,4,Civil,5.99,UI/UX Design Certificate,Yes,77.24,62.99,DevOps,0
Arjun Kapoor,Spark,4,No,4,Civil,5.72,fast.ai course,No,96.05,63.91,Big Data Analytics,1
Karan Kumar,JavaScript,1,Yes,3,ECE,9.52,UI/UX Design Certificate,No,93.12,91.29,Web Development,0
Riya Pandey,"Hadoop, Cyber Security, Digital Marketing",3,Yes,3,IT,6.21,"Udemy Full Stack, Azure Fundamentals, IBM Data Science Professional Certificate",No,78.35,68.6,Digital Marketing,0
Arjun Pandey,"Embedded Systems, SQL, Python, Android Development",0,Yes,3,IT,8.48,PMP Certification,No,91.32,82.71,Robotics,1
Pooja Pandey,"IT Support, Networking, Unity, HTML, Hadoop, Hardware",1,No,2,Civil,8.23,Google IT Support Certificate,No,81.97,81.67,Information Technology (IT) Support,1
Karan Roy,"JavaScript, Embedded Systems, Python",1,Yes,4,Civil,5.77,AWS Certified Solutions Architect,No,85.67,69.83,Robotics,1
Arjun Verma,"Deep Learning, Computer Vision, Machine Learning",0,Yes,2,IT,5.52,Azure Fundamentals,Yes,76.56,58.82,Computer Vision,0
Vedant Saxena,"NLP, Power BI, Blockchain, Swift",2,No,5,Electrical,6.97,CS50 Certificate,No,79.09,79.22,Electronics Design,1
Pooja Chopra,"C++, iOS Development, Cyber Security",1,No,2,ECE,4.78,UI/UX Design Certificate,Yes,84.51,62.13,Cyber Security,0
Vedant Verma,"Embedded Systems, Control Systems, Docker",4,Yes,5,Civil,6.31,TensorFlow Specialization,No,79.0,70.45,Robotics,1
Tara Bhatt,Machine Learning,5,Yes,2,ECE,7.2,Java Programming Masterclass,No,88.83,72.81,Electronics Design,1
Sakshi Verma,"JavaScript, Data Analysis, Unity, Java",0,No,3,Other,7.84,Android Certification,No,78.18,77.11,Data Science,0
Kabir Nair,"Linux, Spark, Cyber Security, Networking",0,No,2,CSE,5.77,Certified Ethical Hacker,Yes,77.23,61.79,Cyber Security,0
Sakshi Bhat,"SQL, ETL",0,No,5,Other,8.67,Google IT Support Certificate,No,84.22,83.48,Data Engineering,0
Kabir Das,Cyber Security,2,No,4,Mechanical,7.71,Google UX Design,No,72.35,71.69,Cyber Security,0
Rahul Chopra,,1,No,3,Electrical,9.24,UI/UX Design Certificate,No,88.01,86.8,Automation,0
Vedant Khan,Cloud Computing,1,No,3,CSE,9.78,Data Science Professional Certificate,No,76.58,92.63,Cloud Computing,0
Prachi Singh,React,1,Yes,3,Other,7.46,Python for Everybody,No,86.5,78.41,Hardware Design,1
Isha Jain,Networking,1,No,2,IT,6.36,Google IT Support Certificate,No,70.91,74.02,Automation,0
Rahul Rao,HTML,0,No,1,Civil,5.81,"AWS Cloud Practitioner, Google UX Design, fast.ai course",No,79.72,65.88,Electronics Design,0
Vedant Rao,OpenCV,1,Yes,4,ECE,6.3,UI/UX Design Certificate,No,66.86,63.86,Automation,0
Ishaan Sharma,"iOS Development, Hardware, Arduino",0,Yes,5,Civil,5.57,Power BI Certification,Yes,70.95,64.44,Information Technology (IT) Support,0
Aditya Gupta,Tableau,0,No,4,CSE,8.58,AWS Certified Solutions Architect,No,77.65,86.43,Automation,1
Kavya Bhatt,"Machine Learning, Kotlin",0,No,3,Other,4.13,Android Certification,No,91.95,55.92,Hardware Design,0
Pooja Desai,"CI/CD, Docker, Arduino",3,Yes,2,Civil,8.06,Kaggle Micro-Course,No,80.23,77.13,DevOps,0
Rohit Khan,,2,No,4,CSE,7.05,fast.ai course,No,84.46,69.92,Electronics Design,1
Tara Sharma,CI/CD,1,No,4,ECE,8.4,UI/UX Design Certificate,No,83.14,82.87,Augmented Reality (AR) / Virtual Reality (VR),0
Kavya Das,C/C++,0,Yes,3,IT,9.23,Deep Learning Specialization,No,82.86,90.89,Embedded Systems,1
Maya Das,Unity,1,No,5,Mechanical,5.53,PMP basics,Yes,80.04,60.93,Electronics Design,0
Leena Rao,"Tableau, Cyber Security, Networking",3,No,3,CSE,8.1,Coursera Python,No,82.63,85.1,Cyber Security,1
Simran Mehta,"UI/UX Design, Unity, Figma, Power BI",1,No,2,CSE,6.84,freeCodeCamp Certificate,No,66.41,58.04,UI/UX Design,1
Ishaan Kapoor,"C/C++, Arduino, Azure",0,No,5,IT,8.26,Java Programming Masterclass,No,76.13,90.62,Embedded Systems,0
Rahul Mehta,"UI/UX Design, Figma",2,No,2,ECE,5.68,Kaggle Micro-Course,No,81.63,52.95,UI/UX Design,1
Karan Roy,"Automation, Android Development, Machine Learning",0,No,3,CSE,9.16,AWS Cloud Practitioner,No,72.94,84.18,Data Science,0
Tara Singh,"OpenCV, Hadoop, Big Data",1,Yes,4,CSE,6.97,CS50 Introduction to CS,No,87.72,77.69,Big Data Analytics,1
Leena Saxena,"C++, Selenium, Software Testing",1,No,4,Civil,7.55,Deep Learning Specialization,No,85.4,79.63,Software Testing,0
Aarav Pandey,"CI/CD, HTML, Docker, Kubernetes",0,No,2,Electrical,8.12,fast.ai course,No,84.51,83.67,DevOps,0
Ishaan Gupta,"AWS, ETL",0,No,4,Civil,7.37,Data Science Professional Certificate,No,87.64,86.79,Business Intelligence,0
Karan Verma,"Angular, Python",0,No,4,IT,6.28,"Coursera Python, Tableau Certification",No,69.69,68.19,Artificial Intelligence,0
Tanvi Iyer,Python,2,Yes,4,IT,6.71,PMP basics,No,66.56,70.73,Digital Marketing,1
Vihaan Kapoor,"OpenCV, Computer Vision",2,Yes,3,ECE,8.89,"Kaggle Micro-Course, Azure Fundamentals",No,78.02,83.81,Computer Vision,1
Neha Kumar,Cyber Security,0,No,2,Electrical,8.5,Data Science Professional Certificate,No,83.42,92.65,Cyber Security,1
Neha Joshi,"Node.js, Embedded Systems, VHDL",1,No,2,Civil,6.05,Tableau Certification,No,83.76,62.36,Embedded Systems,0
Pooja Chopra,"Cloud Computing, Linux",0,No,4,Civil,7.04,Android Certification,No,82.69,79.55,Cloud Computing,0
Rahul Joshi,Big Data,3,Yes,3,Civil,6.27,Certified Ethical Hacker,No,87.87,70.66,Data Engineering,1
Aarav Iyer,"Spark, Python",0,No,3,ECE,5.6,Azure Fundamentals,Yes,72.62,64.0,Machine Learning,1
Vihaan Kumar,ETL,1,No,2,Mechanical,6.55,PMP Certification,No,82.26,63.31,Business Intelligence,1
Ishaan Verma,"Automation, Unity, PyTorch, Linux, SEO, Kubernetes",1,No,5,Mechanical,7.42,Google IT Support Certificate,No,87.71,73.84,Software Testing,0
Riya Patel,Data Analysis,0,Yes,3,ECE,7.17,fast.ai course,No,68.42,75.83,Augmented Reality (AR) / Virtual Reality (VR),1
Karan Verma,"Selenium, Automation",3,No,4,IT,7.94,Azure Fundamentals,No,72.26,84.34,Game Development,1
Sakshi Bhat,"C/C++, Java, OpenCV, Tableau",2,Yes,1,ECE,6.19,AWS Certified Solutions Architect,No,73.36,73.92,Embedded Systems,0
Isha Bhat,"IT Support, Networking, Kotlin, Angular, Embedded Systems",1,Yes,3,IT,7.64,CS50 Introduction to CS,No,73.08,79.49,Information Technology (IT) Support,0
Aarav Saxena,"HTML, SEO, Digital Marketing",1,No,2,CSE,7.5,CS50 Introduction to CS,No,81.77,82.39,Digital Marketing,1
Neha Kapoor,"Cyber Security, Linux",2,Yes,3,Electrical,6.79,CS50 Introduction to CS,No,77.37,82.69,Cyber Security,1
Riya Desai,"Hadoop, Big Data, Spark, Blockchain",0,Yes,4,CSE,8.53,Google IT Support Certificate,Yes,95.47,86.4,Big Data Analytics,0
Prachi Desai,"Automation, Software Testing, Kubernetes",1,Yes,5,IT,6.34,"Kaggle Micro-Course, CS50 Certificate",No,72.07,73.44,Software Testing,1
Manish Verma,,3,No,5,Mechanical,4.73,PMP Certification,No,77.12,57.56,UI/UX Design,0
Ishaan Chopra,"Transformers, NLP, Python",1,No,2,IT,5.69,Certified Ethical Hacker,No,85.57,69.62,Natural Language Processing (NLP),0
Ishaan Bhatt,Linux,1,No,3,ECE,7.88,"Kaggle Micro-Course, CS50 Certificate, Coursera ML",No,80.24,91.37,Automation,0
Leena Sharma,"Hadoop, Big Data",0,No,3,Civil,7.92,Data Science Professional Certificate,No,79.22,74.1,Big Data Analytics,0
Aditya Nair,"Transformers, NLP",1,Yes,3,ECE,6.19,Udemy Full Stack,No,75.87,78.32,Natural Language Processing (NLP),0
Aditya Kumar,Deep Learning,6,Yes,3,Other,5.37,Data Science Professional Certificate,Yes,84.78,63.98,Embedded Systems,1
Karan Mehta,"Java, Python",0,No,4,IT,7.47,UI/UX Design Certificate,No,79.28,77.54,Software Development,1
Tanvi Khan,"Deep Learning, Computer Vision, Swift",1,No,3,Other,5.59,Coursera Python,Yes,75.18,66.02,Computer Vision,1
Maya Verma,"Cryptography, Solidity, Blockchain",0,No,3,ECE,7.41,AWS Certified Solutions Architect,No,69.35,82.01,Blockchain Technology,0
Pooja Pandey,"JavaScript, CSS",1,No,3,Electrical,8.12,Power BI Certification,No,87.72,97.55,Web Development,0
Aditya Verma,Networking,4,No,4,CSE,6.62,Certified Ethical Hacker,No,73.64,66.73,Information Technology (IT) Support,1
Karan Chopra,JavaScript,1,No,4,CSE,8.25,Google IT Support Certificate,No,81.66,94.39,Business Intelligence,0
Kavya Iyer,"Unity, Kubernetes",1,No,4,Civil,6.92,"IBM Data Science Professional Certificate, AWS Cloud Practitioner, Android Certification",No,90.93,66.25,DevOps,0
Riya Khan,"TensorFlow, Embedded Systems, OpenCV, Control Systems, Node.js",1,No,4,ECE,8.04,Certified Ethical Hacker,No,86.14,74.15,Robotics,0
Tanvi Desai,"Embedded Systems, NLP, Python",2,Yes,2,Civil,8.85,Java Programming Masterclass,Yes,76.55,83.86,Natural Language Processing (NLP),1
Prachi Jain,"VHDL, Embedded Systems, Networking, Python",3,Yes,3,Civil,7.08,Data Science Professional Certificate,No,86.18,75.59,Robotics,0
Tanvi Pandey,"TensorFlow, Embedded Systems, Networking",1,Yes,2,Other,5.85,Deep Learning Specialization,Yes,79.46,53.42,Robotics,0
Aditya Joshi,"Automation, Selenium, Azure",2,No,4,Electrical,6.49,Google IT Support Certificate,No,84.08,68.62,Software Testing,1
Sneha Desai,"TensorFlow, ETL",2,No,3,IT,5.73,AWS Certified Solutions Architect,Yes,84.09,66.94,Data Engineering,0
Arjun Chopra,Linux,1,No,3,Electrical,8.91,Google UX Design,No,82.63,91.5,Cyber Security,0
Sakshi Khan,"OpenCV, React, Selenium, Hadoop",0,Yes,1,ECE,7.65,Python for Everybody,No,90.13,77.29,Software Testing,0
Leena Pandey,Embedded Systems,0,No,4,Other,9.37,Udemy Full Stack,No,86.48,94.6,Internet of Things (IoT),1
Tanvi Verma,"NLP, Automation, Machine Learning, Arduino, Python, Transformers",3,Yes,4,Mechanical,8.58,"Android Certification, Kaggle Micro-Course",No,88.33,82.0,Natural Language Processing (NLP),1
Manish Patel,"Azure, Kotlin",0,No,5,Electrical,6.77,"Udemy Full Stack, Kaggle Micro-Course, PMP basics",No,83.68,75.44,Project Management,0
Simran Iyer,Machine Learning,4,Yes,3,CSE,7.18,Udemy Full Stack,No,81.95,72.9,Machine Learning,1
Kavya Singh,"Android Development, Swift",1,No,5,IT,5.82,IBM Data Science Professional Certificate,No,82.23,60.5,Mobile Application Development,0
Vedant Das,"Unity, CSS, Solidity",1,No,4,Civil,9.07,PMP Certification,No,87.22,86.75,Game Development,1
Tara Joshi,"JavaScript, NLP",2,No,2,Other,8.21,Google IT Support Certificate,No,77.34,89.06,Web Development,0
Pooja Das,"Embedded Systems, SQL, SEO",0,No,4,IT,5.7,Cisco CCNA,No,96.04,65.68,Data Engineering,0
Tanvi Rao,"SQL, AWS",1,Yes,3,ECE,8.57,Deep Learning Specialization,No,72.68,90.07,Data Science,1
Isha Shah,Embedded Systems,2,Yes,2,Electrical,7.57,AWS Certified Solutions Architect,No,86.13,87.02,Robotics,1
Manish Bhat,"Agile, Project Management",1,No,2,ECE,9.98,PMP Certification,No,93.28,99.0,Project Management,1
Sneha Joshi,"Java, PyTorch, Android Development, Kotlin",1,No,5,Electrical,7.29,CS50 Introduction to CS,No,63.24,80.67,Mobile Application Development,1
Tanvi Singh,"TensorFlow, Tableau, HTML, Automation",2,No,3,ECE,7.82,AWS Certified Solutions Architect,No,73.54,67.57,Electronics Design,0
Riya Chopra,"Kotlin, Data Analysis, Java, Cyber Security, Swift",2,Yes,3,Other,7.1,Coursera Python,Yes,69.49,82.64,Mobile Application Development,0
Vihaan Patel,"Transformers, Embedded Systems, NLP, Python",3,No,3,Mechanical,8.33,AWS Certified Solutions Architect,No,78.64,79.26,Natural Language Processing (NLP),1
Karan Mehta,"Tableau, Big Data, ETL",3,No,4,Other,4.66,Certified Ethical Hacker,Yes,72.14,60.81,Data Engineering,0
Ishaan Sharma,"Deep Learning, Data Analysis, Machine Learning",1,Yes,2,CSE,6.49,Google IT Support,No,75.59,65.86,Machine Learning,0
Pooja Kumar,"IT Support, Networking, Kotlin",4,Yes,3,Other,6.3,Deep Learning Specialization,No,69.7,64.24,Information Technology (IT) Support,1
Simran Das,"Embedded Systems, C/C++, Cyber Security",1,Yes,4,Electrical,5.71,PMP Certification,Yes,80.05,64.76,Internet of Things (IoT),0
Pooja Malhotra,"Cisco, Docker, Networking",1,No,5,CSE,8.18,Java Programming Masterclass,No,83.61,82.76,Networking,0
Riya Roy,"Embedded Systems, SEO, Networking",1,Yes,3,Other,7.1,AWS Certified Solutions Architect,No,80.9,79.18,Hardware Design,1
Sneha Patel,"Transformers, NLP",3,Yes,2,Other,9.24,Tableau Certification,No,93.26,98.65,Natural Language Processing (NLP),1
Rahul Joshi,,0,No,4,Electrical,7.73,Google IT Support Certificate,No,75.07,73.12,Natural Language Processing (NLP),0
Vedant Kapoor,Tableau,1,No,3,Mechanical,7.58,Python for Everybody,No,85.83,70.63,Software Testing,1
Kabir Joshi,"Cryptography, Solidity, Blockchain",1,No,5,Civil,5.32,Data Science Professional Certificate,No,78.59,58.6,Blockchain Technology,0
Tara Singh,"Python, Software Testing, Kubernetes, Kotlin",0,Yes,4,Mechanical,7.31,Power BI Certification,No,74.51,73.08,Software Testing,1
Manish Jain,"OpenCV, SQL, Data Analysis, Python",2,Yes,5,CSE,6.99,Python for Everybody,No,82.48,79.74,Data Science,1
Manish Verma,"Cisco, Network Security",3,Yes,5,CSE,7.39,UI/UX Design Certificate,No,83.34,81.67,Networking,1
Aditya Rao,"Android Development, Kotlin",0,No,3,IT,7.67,"NPTEL DBMS, Power BI Certification",No,67.56,86.54,Mobile Application Development,1
Kabir Joshi,OpenCV,0,No,2,Other,5.59,"Udemy Full Stack, fast.ai course",No,85.74,60.79,Project Management,0
Neha Saxena,Digital Marketing,0,Yes,3,Mechanical,4.77,"TensorFlow Specialization, Coursera Python",Yes,85.03,60.93,Digital Marketing,0
Arjun Garg,Java,1,Yes,2,ECE,6.36,Cisco CCNA,No,75.49,70.42,Software Development,0
Pooja Kumar,"UI/UX Design, CSS, Figma, Python",1,Yes,2,Electrical,9.11,fast.ai course,No,87.49,89.82,UI/UX Design,0
Simran Verma,"IT Support, ETL, Networking",3,No,4,Other,7.66,AWS Cloud Practitioner,No,71.48,81.47,Information Technology (IT) Support,1
Maya Gupta,Hadoop,1,Yes,4,Civil,7.59,Deep Learning Specialization,No,76.17,76.5,Hardware Design,0
Aditya Pandey,,2,No,3,Other,6.87,"freeCodeCamp Certificate, Android Certification",No,76.69,74.56,Hardware Design,0
Kabir Rao,"Automation, Angular, Arduino, OpenCV, Node.js",2,No,3,Mechanical,7.52,Python for Everybody,No,73.95,74.02,Augmented Reality (AR) / Virtual Reality (VR),1
Sneha Rao,Deep Learning,3,Yes,1,Electrical,7.78,Java Programming Masterclass,No,81.96,80.73,Automation,1
Isha Garg,Selenium,3,No,3,Other,7.56,CS50 Certificate,No,80.0,82.04,Game Development,0
Prachi Das,"JavaScript, Tableau, HTML",1,Yes,4,Mechanical,5.74,IBM Data Science Professional Certificate,Yes,76.75,63.39,Web Development,1
Rohit Malhotra,"VHDL, Deep Learning, Tableau",2,No,2,Civil,5.05,CS50 Introduction to CS,Yes,89.13,65.98,Artificial Intelligence,0
Rohit Garg,"Deep Learning, NLP, Python",2,Yes,2,ECE,9.34,Data Science Professional Certificate,No,73.72,99.0,Machine Learning,1
Neha Das,"CI/CD, SQL, Data Analysis, Python",1,No,2,Civil,7.49,PMP Certification,No,78.71,72.63,Data Science,1
Rohit Nair,Linux,2,Yes,2,Civil,6.31,Google IT Support,No,90.03,70.07,Business Intelligence,0
Prachi Nair,"Deep Learning, Computer Vision, Machine Learning",1,No,3,Civil,5.4,PMP Certification,No,83.8,68.49,Artificial Intelligence,0
Maya Das,"Android Development, Java, Docker, Node.js, Swift",0,No,4,Civil,6.55,Java Programming Masterclass,No,91.95,76.49,Mobile Application Development,1
Sneha Desai,"Automation, Software Testing, Networking",1,No,4,CSE,4.0,AWS Certified Solutions Architect,Yes,80.75,53.07,Software Testing,0
Ishaan Garg,"Embedded Systems, C/C++",1,Yes,2,CSE,7.53,Udemy Full Stack,No,70.88,67.06,Internet of Things (IoT),0
Vihaan Roy,"Data Analysis, SQL, Python",0,No,4,Electrical,7.27,"Certified Ethical Hacker, AWS Cloud Practitioner",No,78.43,73.2,Machine Learning,0
Vihaan Nair,"Swift, Android Development, Kotlin",1,No,5,IT,7.3,Coursera ML,No,82.72,77.23,Mobile Application Development,1
Neha Verma,Linux,1,Yes,3,ECE,7.01,"Power BI Certification, PMP basics",No,87.36,73.72,Game Development,1
Tanvi Malhotra,"Solidity, Blockchain",0,No,2,CSE,7.68,Tableau Certification,No,91.04,76.41,Blockchain Technology,0
Kavya Gupta,TensorFlow,0,No,5,IT,7.17,CS50 Introduction to CS,No,75.52,74.1,Digital Marketing,1
Riya Kumar,"Power BI, ETL, Kubernetes",1,No,3,Electrical,8.68,UI/UX Design Certificate,No,81.21,93.48,DevOps,1
Isha Pandey,"C/C++, Power BI, Embedded Systems, Figma",1,No,5,IT,6.3,IBM Data Science Professional Certificate,Yes,77.83,66.8,Internet of Things (IoT),0
Ananya Bhat,"SQL, Data Analysis, Android Development",2,Yes,5,CSE,7.02,"Coursera ML, Google UX Design, Tableau Certification",No,81.41,73.0,Data Science,0
Kavya Verma,"Solidity, Azure",2,Yes,3,Mechanical,8.42,Certified Ethical Hacker,No,88.8,90.86,Business Intelligence,1
Tara Gupta,"Automation, SQL, Database Design",4,Yes,5,Electrical,7.23,CS50 Certificate,No,80.27,71.67,Database Management,1
Aditya Kumar,Selenium,1,Yes,2,Civil,5.08,PMP Certification,Yes,85.13,55.05,Embedded Systems,0
Ishaan Patel,"SQL, Machine Learning, Angular, Data Analysis, Python",2,Yes,3,IT,7.34,UI/UX Design Certificate,No,81.71,83.22,Data Science,0
Karan Singh,"Linux, Unity, Cyber Security, Networking",0,No,5,ECE,9.14,Android Certification,No,75.77,89.02,Cyber Security,1
Karan Das,CI/CD,2,Yes,2,Electrical,5.42,Tableau Certification,No,81.65,64.74,Electronics Design,0
Tanvi Bhat,"SQL, Python",1,Yes,4,Other,7.79,"AWS Cloud Practitioner, fast.ai course, PMP basics",No,72.92,90.62,Natural Language Processing (NLP),0
Leena Patel,"Cryptography, Figma, Solidity",3,No,2,CSE,6.29,"Google UX Design, NPTEL DBMS",No,78.51,75.98,Blockchain Technology,0
Neha Bhat,"C/C++, SQL",2,Yes,3,ECE,7.8,AWS Cloud Practitioner,No,80.34,78.92,Embedded Systems,1
Karan Pandey,Angular,1,No,3,IT,8.63,freeCodeCamp Certificate,No,74.45,90.54,Robotics,1
Manish Chopra,"CI/CD, Selenium, Docker, Kubernetes",1,No,3,CSE,6.07,Python for Everybody,No,75.91,55.93,DevOps,0
Neha Bhatt,"Data Analysis, Python, Machine Learning",0,No,4,IT,5.07,Google IT Support Certificate,Yes,73.29,57.52,Data Science,0
Aditya Verma,"Deep Learning, OpenCV, ETL, Tableau",4,No,3,Civil,6.83,fast.ai course,No,71.54,70.76,Computer Vision,0
Kabir Sharma,"Power BI, Embedded Systems, Selenium",2,Yes,5,CSE,6.41,Android Certification,No,79.55,68.94,Software Testing,1
Prachi Nair,"CI/CD, SEO, Digital Marketing",0,No,5,IT,7.93,CS50 Certificate,No,71.65,79.37,Digital Marketing,1
Vihaan Nair,"SQL, Database Design",2,No,4,Civil,8.6,PMP Certification,No,84.35,85.11,Database Management,1
Vedant Jain,"Hadoop, Python, Android Development",4,Yes,5,CSE,7.0,Power BI Certification,No,73.18,74.03,Natural Language Processing (NLP),0
Aditya Mehta,Spark,1,No,3,Civil,8.5,Certified Ethical Hacker,No,76.63,79.02,Digital Marketing,0
Maya Bhat,"UI/UX Design, Figma, Power BI",2,No,3,Electrical,6.52,Cisco CCNA,No,84.31,72.51,UI/UX Design,0
Isha Nair,"Java, Kotlin",2,No,5,Other,5.24,Certified Ethical Hacker,No,87.92,54.48,Mobile Application Development,0
Arjun Iyer,"VHDL, Embedded Systems, Azure",1,No,4,Electrical,8.28,Java Programming Masterclass,No,84.04,85.15,Robotics,0
Kabir Roy,"Hardware, IT Support, Android Development",4,No,2,CSE,6.02,UI/UX Design Certificate,No,82.62,72.31,Information Technology (IT) Support,0
Sakshi Chopra,"Spark, Android Development",2,No,4,Mechanical,5.26,Certified Ethical Hacker,Yes,96.26,61.33,Big Data Analytics,0
Ishaan Roy,"C/C++, React",0,No,4,Mechanical,7.68,freeCodeCamp Certificate,No,73.07,84.17,Embedded Systems,0
Isha Malhotra,"Project Management, Swift",2,No,5,CSE,6.57,CS50 Introduction to CS,No,82.2,74.71,Project Management,1
Neha Roy,"Deep Learning, Swift, Android Development, Machine Learning",3,No,4,Civil,7.85,Java Programming Masterclass,No,61.88,73.1,Machine Learning,0
